"basin_id","biogeographic_realm","Ecoregion"
"B0001","Aa","Palearctic"
"B0002","Abashiri","Palearctic"
"B0003","Abe.River","Palearctic"
"B0004","Abhe.Bad","Afrotropic"
"B0005","Abogain.Gol","Palearctic"
"B0006","Abu.gawa","Palearctic"
"B0007","Abukuma","Palearctic"
"B0008","Abula","Palearctic"
"B0009","Acandi.River","Neotropic"
"B0010","Acaponeta","Neotropic"
"B0011","Aceh","Indomalayan"
"B0012","Acheloos","Palearctic"
"B0013","Acisu","Palearctic"
"B0014","Aconcagua","Neotropic"
"B0015","Actopan","Neotropic"
"B0016","Adako.un","Palearctic"
"B0017","Adana","Afrotropic"
"B0018","Adelaide","Australasia"
"B0019","Adige","Palearctic"
"B0020","Adour","Palearctic"
"B0021","Agajambo","Australasia"
"B0022","Agano","Palearctic"
"B0023","Aghnashini","Indomalayan"
"B0024","Agly","Palearctic"
"B0025","Agneby","Afrotropic"
"B0026","Agri","Palearctic"
"B0027","Agrioun","Palearctic"
"B0028","Aguada.de.Macigo","Neotropic"
"B0029","Aguan","Neotropic"
"B0030","Aguanaval","Nearctic"
"B0031","Agusan","Indomalayan"
"B0032","Ahaggar","Afrotropic"
"B0033","Aire","Australasia"
"B0034","Akgol","Palearctic"
"B0035","Aki","Palearctic"
"B0036","Akitio","Australasia"
"B0037","Aksu","Palearctic"
"B0038","Aksu.North","Palearctic"
"B0039","Alabama","Nearctic"
"B0040","Alafia","Nearctic"
"B0041","Alagnak","Nearctic"
"B0042","Alappuzha","Indomalayan"
"B0043","Alara","Palearctic"
"B0044","Alas","Indomalayan"
"B0045","Alaska.un.1","Nearctic"
"B0046","Alaska.un.2","Nearctic"
"B0047","Alazeja","Palearctic"
"B0048","Albany","Nearctic"
"B0049","Albegna","Palearctic"
"B0050","Aldoma","Palearctic"
"B0051","Alemeda.creek","Nearctic"
"B0052","Alfios","Palearctic"
"B0053","Alfta","Palearctic"
"B0054","Aliakmon","Palearctic"
"B0055","Alice","Australasia"
"B0056","Allahein.River","Afrotropic"
"B0057","Alligator.creek","Australasia"
"B0058","Allika","Palearctic"
"B0059","Alsea","Nearctic"
"B0060","Alsek","Nearctic"
"B0061","Altaelva","Palearctic"
"B0062","Altamaha","Nearctic"
"B0063","Altja","Palearctic"
"B0064","Amahlongwa","Afrotropic"
"B0065","Amami.Islands","Indomalayan"
"B0066","Amami.Oshima.Island","Indomalayan"
"B0067","Amansuri","Afrotropic"
"B0068","Amazon","Neotropic"
"B0069","Amba","Indomalayan"
"B0070","Ambalam.Oya","Indomalayan"
"B0071","Ambomboa","Afrotropic"
"B0072","Ambon.Island","Australasia"
"B0073","Amboyninghy.Point","Australasia"
"B0074","Ameca","Neotropic"
"B0075","Amguema","Palearctic"
"B0076","Amu.Darya","Palearctic"
"B0077","Amur","Palearctic"
"B0078","An.Lao","Indomalayan"
"B0079","Anabar","Palearctic"
"B0080","Anadyr","Palearctic"
"B0081","Anasco","Neotropic"
"B0082","Ancharakandi","Indomalayan"
"B0083","Andakilsa","Palearctic"
"B0084","Andalien","Neotropic"
"B0085","Andaman.Islands","Indomalayan"
"B0086","Andella.Oya","Indomalayan"
"B0087","Anderson","Nearctic"
"B0088","Andranangoo","Australasia"
"B0089","Andreevka","Palearctic"
"B0090","Angermanalven","Palearctic"
"B0091","Anglesea","Australasia"
"B0092","Angurugu.creek","Australasia"
"B0093","Aniakchak","Nearctic"
"B0094","Ankavanana","Afrotropic"
"B0095","Ankobra","Afrotropic"
"B0096","Ankofia","Afrotropic"
"B0097","Ann.Chaung","Indomalayan"
"B0098","Annan.Aus","Australasia"
"B0099","Annan.UK","Palearctic"
"B0100","Annobon.Island","Afrotropic"
"B0101","Ansan","Palearctic"
"B0102","Anseongcheon","Palearctic"
"B0103","Ansons","Australasia"
"B0104","Antainambalana","Afrotropic"
"B0105","Antelope.Wash","Nearctic"
"B0106","Anzali","Palearctic"
"B0107","Aojiang","Indomalayan"
"B0108","Aorere","Australasia"
"B0109","Apalachicola","Nearctic"
"B0110","Aparima","Australasia"
"B0111","Apodi","Neotropic"
"B0112","Appomattox","Nearctic"
"B0113","Approuague","Neotropic"
"B0114","Appuvar","Australasia"
"B0115","Apuka","Palearctic"
"B0116","Arachthos","Palearctic"
"B0117","Arade","Palearctic"
"B0118","Arahura","Australasia"
"B0119","Arakawa","Palearctic"
"B0120","Aransas","Nearctic"
"B0121","Ararangua","Neotropic"
"B0122","Arawhata","Australasia"
"B0123","Archer","Australasia"
"B0124","Areias","Neotropic"
"B0125","Arequipa","Neotropic"
"B0126","Argens","Palearctic"
"B0127","Ariro","Neotropic"
"B0128","Ariyankuppam","Indomalayan"
"B0129","Armark","Nearctic"
"B0130","Armeria","Neotropic"
"B0131","Arnaud","Nearctic"
"B0132","Arno","Palearctic"
"B0133","Aroa","Neotropic"
"B0134","Aropaoanui","Australasia"
"B0135","Arques","Palearctic"
"B0136","Arroio.Barcelo","Neotropic"
"B0137","Arroio.Bolacha","Neotropic"
"B0138","Arroio.Diluvio","Neotropic"
"B0139","Arroio.do.Conde","Neotropic"
"B0140","Arroio.do.Petim","Neotropic"
"B0141","Arroio.do.Ribeiro","Neotropic"
"B0142","Arroio.do.Salso","Neotropic"
"B0143","Arroio.Douradinho","Neotropic"
"B0144","Arroio.Sao.Lourenco","Neotropic"
"B0145","Arroio.Teixeira","Neotropic"
"B0146","Arroio.Velhaco","Neotropic"
"B0147","Arrowsmith","Australasia"
"B0148","Arroyo.de.San.Nicolas","Afrotropic"
"B0149","Arroyo.Hondo","Neotropic"
"B0150","Arroyo.Maldonado","Neotropic"
"B0151","Arroyo.Martin","Neotropic"
"B0152","Arroyo.Viloldo","Neotropic"
"B0153","Arroyo.Zapata","Neotropic"
"B0154","Arthur","Australasia"
"B0155","Aru.Islands","Australasia"
"B0156","Aruvi.Aru","Indomalayan"
"B0157","Asah","Indomalayan"
"B0158","Ashburton.Aus","Australasia"
"B0159","Ashburton.NZ","Australasia"
"B0160","Ashe","Palearctic"
"B0161","Ashley.NZ","Australasia"
"B0162","Ashley.USA","Nearctic"
"B0163","Asi","Palearctic"
"B0164","Asinaro","Palearctic"
"B0165","Ataran","Indomalayan"
"B0166","Athi","Afrotropic"
"B0167","Atimet","Australasia"
"B0168","Atrak","Palearctic"
"B0169","Atran","Palearctic"
"B0170","Atrato","Neotropic"
"B0171","Attack.creek","Australasia"
"B0172","Attanagalu.Oya","Indomalayan"
"B0173","Aucilla","Nearctic"
"B0174","Aude","Palearctic"
"B0175","Audru","Palearctic"
"B0176","Aulne","Palearctic"
"B0177","Austari.Jokulsa","Palearctic"
"B0178","Authie","Palearctic"
"B0179","Ave","Palearctic"
"B0180","Avoca","Australasia"
"B0181","Avon.Aus","Australasia"
"B0182","Avon.Eng","Palearctic"
"B0183","Avon.Moors","Palearctic"
"B0184","Avon.NZ","Australasia"
"B0185","Awakino","Australasia"
"B0186","Awano","Palearctic"
"B0187","Awanui","Australasia"
"B0188","Awarua","Australasia"
"B0189","Awasa.Hayk","Afrotropic"
"B0190","Awatere","Australasia"
"B0191","Awe","Palearctic"
"B0192","Awhea","Australasia"
"B0193","Axios","Palearctic"
"B0194","Azuri","Palearctic"
"B0195","Ba","Indomalayan"
"B0196","Babol","Palearctic"
"B0197","Back","Nearctic"
"B0198","Baffle.creek","Australasia"
"B0199","Bago.Negros","Indomalayan"
"B0200","Bago.River","Indomalayan"
"B0201","Bagru","Afrotropic"
"B0202","Bagura.Oya","Indomalayan"
"B0203","Bahar.el.Hammar","Palearctic"
"B0204","Baharu","Indomalayan"
"B0205","Bahi.Swamp","Afrotropic"
"B0206","Bahia.La.Union","Neotropic"
"B0207","Bakensrivier","Afrotropic"
"B0208","Bakhura","Palearctic"
"B0209","Bakir.Cayi","Palearctic"
"B0210","Balcombe.creek","Australasia"
"B0211","Bali","Indomalayan"
"B0212","Balkhash","Palearctic"
"B0213","Balsas","Neotropic"
"B0214","Balung.River","Indomalayan"
"B0215","Balyktah","Palearctic"
"B0216","Bambawe.Oya","Indomalayan"
"B0217","Banano","Neotropic"
"B0218","Bandama","Afrotropic"
"B0219","Bandjarmasin","Indomalayan"
"B0220","Bang.Saphan","Indomalayan"
"B0221","Bangpakong","Indomalayan"
"B0222","Banka.island","Indomalayan"
"B0223","Bann","Palearctic"
"B0224","Bantimurung","Australasia"
"B0225","Baram","Indomalayan"
"B0226","Barham","Australasia"
"B0227","Baringo","Afrotropic"
"B0228","Barito","Indomalayan"
"B0229","Barm.e.Shor","Palearctic"
"B0230","Barongarook.creek","Australasia"
"B0231","Barranca","Neotropic"
"B0232","Barron","Australasia"
"B0233","Barrow","Palearctic"
"B0234","Barrow.Island","Australasia"
"B0235","Bartin","Palearctic"
"B0236","Barwon","Australasia"
"B0237","Basento","Palearctic"
"B0238","Basgoz.Cayi","Palearctic"
"B0239","Bassein.River","Indomalayan"
"B0240","Bat.Gberi","Afrotropic"
"B0241","Batang.Angkola","Indomalayan"
"B0242","Batang.Hari","Indomalayan"
"B0243","Batang.Kayan","Indomalayan"
"B0244","Batang.Kerang","Indomalayan"
"B0245","Batanta.Island","Australasia"
"B0246","Baudo","Neotropic"
"B0247","Bay.View","Australasia"
"B0248","Bayano","Neotropic"
"B0249","Beadon.Bay","Australasia"
"B0250","Bear.river","Nearctic"
"B0251","Beauly","Palearctic"
"B0252","Bebedero","Neotropic"
"B0253","Bedjestan","Palearctic"
"B0254","Bedti","Indomalayan"
"B0255","Bega.1","Australasia"
"B0256","Bega.2","Australasia"
"B0257","Beilun.He","Indomalayan"
"B0258","Beimen","Indomalayan"
"B0259","Beimenjiang","Indomalayan"
"B0260","Bejucal","Neotropic"
"B0261","Belait","Indomalayan"
"B0262","Belize","Neotropic"
"B0263","Bellinger","Australasia"
"B0264","Bemm","Australasia"
"B0265","Ben.Hai","Indomalayan"
"B0266","Benara.creek","Australasia"
"B0267","Benevente","Neotropic"
"B0268","Bengkalis.Island","Indomalayan"
"B0269","Bensbach","Australasia"
"B0270","Bentota.Ganga","Indomalayan"
"B0271","Benut","Indomalayan"
"B0272","Berau.River","Indomalayan"
"B0273","Berbice.River","Neotropic"
"B0274","Berg","Afrotropic"
"B0275","Berkeley","Australasia"
"B0276","Bernam","Indomalayan"
"B0277","Bero","Afrotropic"
"B0278","Betka","Australasia"
"B0279","Betsiboka","Afrotropic"
"B0280","Beysehir","Palearctic"
"B0281","Bharathapuzha","Indomalayan"
"B0282","Bia","Afrotropic"
"B0283","Biak.Island","Australasia"
"B0284","Biaru","Australasia"
"B0285","Bicol.River","Indomalayan"
"B0286","Biferno","Palearctic"
"B0287","Big.Sur","Nearctic"
"B0288","Biga","Palearctic"
"B0289","Biguacu.River","Neotropic"
"B0290","Biliu.He","Palearctic"
"B0291","Billa.Bilba.creek","Australasia"
"B0292","Billeroo.creek","Australasia"
"B0293","Billiton.Island","Indomalayan"
"B0294","Bintuni.River","Australasia"
"B0295","Biobio","Neotropic"
"B0296","Biwa","Palearctic"
"B0297","Black","Australasia"
"B0298","Blackmore","Australasia"
"B0299","Blackstone","Nearctic"
"B0300","Blackwater","Palearctic"
"B0301","Blackwater.USA","Nearctic"
"B0302","Blackwood","Australasia"
"B0303","Blanche","Neotropic"
"B0304","Blanche.Bay","Australasia"
"B0305","Blanda","Palearctic"
"B0306","Blavet","Palearctic"
"B0307","Bloody.Bay","Neotropic"
"B0308","Bloomfield","Australasia"
"B0309","Blue.lake.Aus","Australasia"
"B0310","Bluewater.creek","Australasia"
"B0311","Blyth","Australasia"
"B0312","Blythe","Australasia"
"B0313","Bo.Langvlei","Afrotropic"
"B0314","Bodigoda.Aru","Indomalayan"
"B0315","Boesmansrivier","Afrotropic"
"B0316","Bofon","Afrotropic"
"B0317","Boga","Palearctic"
"B0318","Boghen","Australasia"
"B0319","Bohle","Australasia"
"B0320","Bohorok","Indomalayan"
"B0321","Bolaman","Palearctic"
"B0322","Bolchaia.Voroskaia","Palearctic"
"B0323","Bolgoda.lake","Indomalayan"
"B0324","Bollin","Palearctic"
"B0325","Bolshoye","Palearctic"
"B0326","Bolson.de.Cuatro.Cienegas","Nearctic"
"B0327","Bolson.de.Sandia","Nearctic"
"B0328","Bomberai","Australasia"
"B0329","Bonaventure","Nearctic"
"B0330","Bonito","Neotropic"
"B0331","Boree.creek","Australasia"
"B0332","Bosten","Palearctic"
"B0333","Botchi","Palearctic"
"B0334","Bou.Regreg","Palearctic"
"B0335","Boubo","Afrotropic"
"B0336","Bow","Australasia"
"B0337","Boyne.Aus","Australasia"
"B0338","Boyne.Irland","Palearctic"
"B0339","Bradano","Palearctic"
"B0340","Bramonas","Nearctic"
"B0341","Brantas","Indomalayan"
"B0342","Brazos","Nearctic"
"B0343","Breede","Afrotropic"
"B0344","Breiddalsa","Palearctic"
"B0345","Brenta","Palearctic"
"B0346","Bresle","Palearctic"
"B0347","Brimay","Afrotropic"
"B0348","Brisbane","Australasia"
"B0349","Brisbane.Water","Australasia"
"B0350","Broadwater.creek","Australasia"
"B0351","Browns","Australasia"
"B0352","Bruna","Palearctic"
"B0353","Brunswick","Australasia"
"B0354","Bruthen.creek","Australasia"
"B0355","Budzi","Afrotropic"
"B0356","Bueno","Neotropic"
"B0357","Bueycito","Neotropic"
"B0358","Buffalo.River","Afrotropic"
"B0359","Buhayrat.Maryut","Afrotropic"
"B0360","Buller","Australasia"
"B0361","Bulloo","Australasia"
"B0362","Bunce.River","Afrotropic"
"B0363","Buranhem","Neotropic"
"B0364","Burdekin","Australasia"
"B0365","Burdur","Palearctic"
"B0366","Burnett","Australasia"
"B0367","Burringbar.creek","Australasia"
"B0368","Buru.Island","Australasia"
"B0369","Busuanga","Indomalayan"
"B0370","Butawa.Oya","Indomalayan"
"B0371","Butre","Afrotropic"
"B0372","Buyuk.Melen","Palearctic"
"B0373","Buyukmenderes","Palearctic"
"B0374","Buyuktchekmedje","Palearctic"
"B0375","Bzipi","Palearctic"
"B0376","Cabatoan.River","Indomalayan"
"B0377","Caboolture","Australasia"
"B0378","Cachoeira","Neotropic"
"B0379","Cachoeirinha","Neotropic"
"B0380","Cagayan","Indomalayan"
"B0381","Cahy","Neotropic"
"B0382","Cai","Indomalayan"
"B0383","Cai.Lap","Indomalayan"
"B0384","Calabar.River","Afrotropic"
"B0385","Calbiga.Cave","Indomalayan"
"B0386","Calcasieu","Nearctic"
"B0387","Calleguas.creek","Nearctic"
"B0388","Calliope","Australasia"
"B0389","Caloosahatchee","Nearctic"
"B0390","Calvert","Australasia"
"B0391","Cam","Australasia"
"B0392","Camaqua","Neotropic"
"B0393","Camden.Haven","Australasia"
"B0394","Canada.de.la.Totora","Neotropic"
"B0395","Canche","Palearctic"
"B0396","Candalaria","Neotropic"
"B0397","Candapui","Neotropic"
"B0398","Candelaria","Neotropic"
"B0399","Cangandi","Neotropic"
"B0400","Cangrejal","Neotropic"
"B0401","Caniapiscau","Nearctic"
"B0402","Cann","Australasia"
"B0403","Cantabria","Palearctic"
"B0404","Cap.Chat","Nearctic"
"B0405","Caparo","Neotropic"
"B0406","Cape.Fear","Nearctic"
"B0407","Cape.Good.Hope","Afrotropic"
"B0408","Cape.San.Lucas","Neotropic"
"B0409","Cape.York","Australasia"
"B0410","Capel","Australasia"
"B0411","Capim.River","Neotropic"
"B0412","Capivari","Neotropic"
"B0413","Capiz","Indomalayan"
"B0414","Capot","Neotropic"
"B0415","Caraiva","Neotropic"
"B0416","Caribbean.river","Neotropic"
"B0417","Carlos.Tejedor","Neotropic"
"B0418","Carlton","Australasia"
"B0419","Carmel","Nearctic"
"B0420","Carolina","Neotropic"
"B0421","Caroni","Neotropic"
"B0422","Carti.Grande","Neotropic"
"B0423","Carvao","Neotropic"
"B0424","Casamance","Afrotropic"
"B0425","Casas.Grandes","Nearctic"
"B0426","Cascade","Australasia"
"B0427","Cascade.River","Indomalayan"
"B0428","Cascapedia","Nearctic"
"B0429","Caspian","Palearctic"
"B0430","Cat.Ba.Island","Indomalayan"
"B0431","Catatumbo","Neotropic"
"B0432","Catlins","Australasia"
"B0433","Cauvery","Indomalayan"
"B0434","Cavado","Palearctic"
"B0435","Cavally","Afrotropic"
"B0436","Cavone","Palearctic"
"B0437","Cazones","Neotropic"
"B0438","Ceara.Mirim","Neotropic"
"B0439","Cebu.Island","Indomalayan"
"B0440","Cedar","Nearctic"
"B0441","Cedar.Bayou","Nearctic"
"B0442","Cesano","Palearctic"
"B0443","Cestos","Afrotropic"
"B0444","Cetina","Palearctic"
"B0445","Ceyhan","Palearctic"
"B0446","Ch.anggo","Palearctic"
"B0447","Chacalapa","Neotropic"
"B0448","Chaetugol.soryuji","Palearctic"
"B0449","Chagres","Neotropic"
"B0450","Chagundaesan","Palearctic"
"B0451","Chalakkudy","Indomalayan"
"B0452","Chaliyar","Indomalayan"
"B0453","Chamelecon","Neotropic"
"B0454","Champoton","Neotropic"
"B0455","Chamyong.pokpo","Palearctic"
"B0456","Chandragiri","Indomalayan"
"B0457","Changan","Palearctic"
"B0458","Changdo","Palearctic"
"B0459","Changhuajiang","Indomalayan"
"B0460","Changmu","Palearctic"
"B0461","Changsa.ri","Palearctic"
"B0462","Changsu.je","Palearctic"
"B0463","Changuinola","Neotropic"
"B0464","Chantaburi","Indomalayan"
"B0465","Chao.Phraya","Indomalayan"
"B0466","Chapman","Australasia"
"B0467","Charente","Palearctic"
"B0468","Charleston.Harbor","Nearctic"
"B0469","Charnley","Australasia"
"B0470","Chasan.chon","Palearctic"
"B0471","Chava.Aru","Indomalayan"
"B0472","Cheakamus","Nearctic"
"B0473","Chehalis","Nearctic"
"B0474","Chembarampakkam","Indomalayan"
"B0475","Chengianjiang","Indomalayan"
"B0476","Chew.Tobacco.creek","Australasia"
"B0477","Chia.yi","Indomalayan"
"B0478","Chiapam","Neotropic"
"B0479","Chico","Neotropic"
"B0480","Chienti","Palearctic"
"B0481","Chigusa","Palearctic"
"B0482","Chikugo","Palearctic"
"B0483","Chilka.Lake","Indomalayan"
"B0484","Chilwa","Afrotropic"
"B0485","Chimjin","Palearctic"
"B0486","Chindari","Palearctic"
"B0487","Chinjuk.chosuji","Palearctic"
"B0488","Chire","Palearctic"
"B0489","Chiriqui.Viejo","Neotropic"
"B0490","Chisan","Palearctic"
"B0491","Chittagong","Indomalayan"
"B0492","Chittari","Indomalayan"
"B0493","Chocancharava","Neotropic"
"B0494","Choctawhatchee","Nearctic"
"B0495","Chogam.je","Palearctic"
"B0496","Chogok.chon","Palearctic"
"B0497","Choluteca","Neotropic"
"B0498","Chomam.josuji","Palearctic"
"B0499","Chondae.josuji","Palearctic"
"B0500","Chonggye.josuji","Palearctic"
"B0501","Chongho.josuji","Palearctic"
"B0502","Chongup","Palearctic"
"B0503","Chonmi.chon","Palearctic"
"B0504","Choptank","Nearctic"
"B0505","Choshui","Indomalayan"
"B0506","Chubut","Neotropic"
"B0507","Chujin","Palearctic"
"B0508","Chukotat","Nearctic"
"B0509","Chukto.san","Palearctic"
"B0510","Chungdomun","Palearctic"
"B0511","Chunggwang.je","Palearctic"
"B0512","Chungmun.chon","Palearctic"
"B0513","Chungnyul.li","Palearctic"
"B0514","Churchill","Nearctic"
"B0515","Churchill.Atlantic","Nearctic"
"B0516","Churiyan.Aru","Indomalayan"
"B0517","Cidurian","Indomalayan"
"B0518","Cihuatlan","Neotropic"
"B0519","Ciliwung","Indomalayan"
"B0520","Cimaja","Indomalayan"
"B0521","Cipero","Neotropic"
"B0522","Cisadane","Indomalayan"
"B0523","Cisukawayana","Indomalayan"
"B0524","Cixerri","Palearctic"
"B0525","Clarence.Aus","Australasia"
"B0526","Clarence.NZ","Australasia"
"B0527","Claudie","Australasia"
"B0528","Cleopha.Island","Neotropic"
"B0529","Clutha","Australasia"
"B0530","Clyde.Aus","Australasia"
"B0531","Clyde.Scotland","Palearctic"
"B0532","Coahuanyana","Neotropic"
"B0533","Coal","Australasia"
"B0534","Coasters.Island","Nearctic"
"B0535","Coatzacoalcos","Neotropic"
"B0536","Cocheco","Nearctic"
"B0537","Cochin","Indomalayan"
"B0538","Cocle.del.Norte","Neotropic"
"B0539","Coco","Neotropic"
"B0540","Cocos.Island","Neotropic"
"B0541","Coegarivier","Afrotropic"
"B0542","Coghinas","Palearctic"
"B0543","Coila.creek","Australasia"
"B0544","Collie","Australasia"
"B0545","Colorado.Argentina","Neotropic"
"B0546","Colorado.Texas","Nearctic"
"B0547","Colorado.USA","Nearctic"
"B0548","Columbia","Nearctic"
"B0549","Colville","Nearctic"
"B0550","Combahee","Nearctic"
"B0551","Comoe","Afrotropic"
"B0552","Comprido","Neotropic"
"B0553","Comte","Neotropic"
"B0554","Concepcion","Nearctic"
"B0555","Congo","Afrotropic"
"B0556","Conne","Nearctic"
"B0557","Connecticut","Nearctic"
"B0558","Conon","Palearctic"
"B0559","Contas.River","Neotropic"
"B0560","Conway","Australasia"
"B0561","Cook","Australasia"
"B0562","Coolongolook","Australasia"
"B0563","Coomera","Australasia"
"B0564","Cooper","Nearctic"
"B0565","Cooper.creek","Australasia"
"B0566","Coos","Nearctic"
"B0567","Copiapo","Neotropic"
"B0568","Coppename","Neotropic"
"B0569","Copper","Nearctic"
"B0570","Coppermine","Nearctic"
"B0571","Coquille","Nearctic"
"B0572","Corangamite","Australasia"
"B0573","Corantijn","Neotropic"
"B0574","Corindi","Australasia"
"B0575","Cornella.creek","Australasia"
"B0576","Corrientes","Neotropic"
"B0577","Cortaderas","Neotropic"
"B0578","Coruh","Palearctic"
"B0579","Corumbau","Neotropic"
"B0580","Cosumnes","Nearctic"
"B0581","Coto","Neotropic"
"B0582","Couesnon","Palearctic"
"B0583","Courant.Contis","Palearctic"
"B0584","Courant.Mimizan","Palearctic"
"B0585","Courland","Neotropic"
"B0586","Couva","Neotropic"
"B0587","Cowal.creek","Australasia"
"B0588","Cowan.creek","Australasia"
"B0589","Coxcoapan","Neotropic"
"B0590","Coyote.creek","Nearctic"
"B0591","Cricamola.River","Neotropic"
"B0592","Crique.Vase","Neotropic"
"B0593","Crique.Yiyi","Neotropic"
"B0594","Cristiano.Muerto","Neotropic"
"B0595","Crni.Drim","Palearctic"
"B0596","Croker.Island","Australasia"
"B0597","Cross","Afrotropic"
"B0598","Crystal.creek","Australasia"
"B0599","Cua.Can","Indomalayan"
"B0600","Cubatao","Neotropic"
"B0601","Cubatao.2","Neotropic"
"B0602","Cudgara.creek","Australasia"
"B0603","Cudgen.creek","Australasia"
"B0604","Cuero.Salado","Neotropic"
"B0605","Cuesa","Neotropic"
"B0606","Cuitzeo","Neotropic"
"B0607","Cuitzmala","Neotropic"
"B0608","Culiacan","Neotropic"
"B0609","Cumbam","Indomalayan"
"B0610","Curaguate.1","Neotropic"
"B0611","Curaguate.2","Neotropic"
"B0612","Curdies","Australasia"
"B0613","Cusewijne","Neotropic"
"B0614","Da.Nang","Indomalayan"
"B0615","Dadra.Nagar.Haveli","Indomalayan"
"B0616","Dafeng","Indomalayan"
"B0617","Dagua","Neotropic"
"B0618","Dagupan","Indomalayan"
"B0619","Dai.Giang","Indomalayan"
"B0620","Daintree","Australasia"
"B0621","Daisho.Sen","Palearctic"
"B0622","Dalai.Nur","Palearctic"
"B0623","Dalalven","Palearctic"
"B0624","Dalaman.Cayi","Palearctic"
"B0625","Daliao.He","Palearctic"
"B0626","Daling.He","Palearctic"
"B0627","Daliyya","Palearctic"
"B0628","Daly","Australasia"
"B0629","Dam","Indomalayan"
"B0630","Damascus","Palearctic"
"B0631","Danakil.Depression","Afrotropic"
"B0632","Dane","Palearctic"
"B0633","Danto","Neotropic"
"B0634","Danube","Palearctic"
"B0635","Dar.es.Salaam.Kibiti","Afrotropic"
"B0636","Darbilla.creek","Australasia"
"B0637","Darby","Australasia"
"B0638","Dartmouth","Nearctic"
"B0639","Darwin","Australasia"
"B0640","Das.Almas","Neotropic"
"B0641","Dasht.e.Kavir","Palearctic"
"B0642","Dasht.e.Lut","Palearctic"
"B0643","Dauphin.Island","Nearctic"
"B0644","Davey","Australasia"
"B0645","Davis.Bayou","Nearctic"
"B0646","Daxioujiang","Indomalayan"
"B0647","Dayang.He","Palearctic"
"B0648","De.Grey","Australasia"
"B0649","Dead.Sea","Palearctic"
"B0650","Dean","Nearctic"
"B0651","Death.Valley","Nearctic"
"B0652","Deception","Nearctic"
"B0653","Deception.Bay","Palearctic"
"B0654","Decoris","Afrotropic"
"B0655","Deduru.Oya","Indomalayan"
"B0656","Dee.Scotland","Palearctic"
"B0657","Dee.Wales","Palearctic"
"B0658","Deep.Aus","Australasia"
"B0659","Deep.Bel","Neotropic"
"B0660","Deep.creek","Australasia"
"B0661","Del.Carmen","Nearctic"
"B0662","Delaford.Bay","Neotropic"
"B0663","Delaware","Nearctic"
"B0664","Deli.River","Indomalayan"
"B0665","Demerara","Neotropic"
"B0666","Denmark","Australasia"
"B0667","Densu","Afrotropic"
"B0668","Derwent.Tas","Australasia"
"B0669","Derwent.UK","Palearctic"
"B0670","Deschutes","Nearctic"
"B0671","Deseado","Neotropic"
"B0672","Deshgan","Palearctic"
"B0673","Detention","Australasia"
"B0674","Devils.lake","Nearctic"
"B0675","Devrekani.Cayi","Palearctic"
"B0676","Dharamattam","Indomalayan"
"B0677","Dhofar","Afrotropic"
"B0678","Diahot","Australasia"
"B0679","Dibamba","Afrotropic"
"B0680","Diego.martin","Neotropic"
"B0681","Dieprivier","Afrotropic"
"B0682","Digul","Australasia"
"B0683","Dim","Palearctic"
"B0684","Dives","Palearctic"
"B0685","Dnepr","Palearctic"
"B0686","Dnestr","Palearctic"
"B0687","Doce","Neotropic"
"B0688","Doctors","Neotropic"
"B0689","Doctors.creek","Australasia"
"B0690","Dodo","Afrotropic"
"B0691","Dodowa","Afrotropic"
"B0692","Dogankent.Cayi","Palearctic"
"B0693","Doggerup","Australasia"
"B0694","Don","Australasia"
"B0695","Don.Russia","Palearctic"
"B0696","Don.Scotland","Palearctic"
"B0697","Don.Tasman","Australasia"
"B0698","Dong.Cheon","Palearctic"
"B0699","Dong.Nai","Indomalayan"
"B0700","Dongshi.River","Indomalayan"
"B0701","Donnelly","Australasia"
"B0702","Doonan.creek","Australasia"
"B0703","Dordogne","Palearctic"
"B0704","Douglas","Australasia"
"B0705","Douro","Palearctic"
"B0706","Doyle","Neotropic"
"B0707","Draa","Palearctic"
"B0708","Dreketi.River","Oceania"
"B0709","Dry.creek","Australasia"
"B0710","Drysdale","Australasia"
"B0711","Ducie","Australasia"
"B0712","Duck","Australasia"
"B0713","Duck.creek","Australasia"
"B0714","Dudukulon","Indomalayan"
"B0715","Dugbe.River","Afrotropic"
"B0716","Duiwenhoks","Afrotropic"
"B0717","Dukes.Island","Nearctic"
"B0718","Dumaguete","Indomalayan"
"B0719","Duong.Dong","Indomalayan"
"B0720","Dvina","Palearctic"
"B0721","Earn","Palearctic"
"B0722","Earthquake.Springs.Drain","Australasia"
"B0723","East.Alligator","Australasia"
"B0724","East.Gippsland","Australasia"
"B0725","Eastmain","Nearctic"
"B0726","Ebe","Afrotropic"
"B0727","Ebinur.Hu","Palearctic"
"B0728","Ebranche","Neotropic"
"B0729","Ebro","Palearctic"
"B0730","Eden","Palearctic"
"B0731","Edisto","Nearctic"
"B0732","Edward","Afrotropic"
"B0733","Eel","Nearctic"
"B0734","Eersterivier","Afrotropic"
"B0735","Efate","Australasia"
"B0736","Egegik","Nearctic"
"B0737","El.Abid","Palearctic"
"B0738","El.Fuerte","Neotropic"
"B0739","El.Harrach","Palearctic"
"B0740","El.Kebir.Annaba","Palearctic"
"B0741","El.Kebir.Tabarka","Palearctic"
"B0742","El.Madene","Palearctic"
"B0743","El.Pescado","Neotropic"
"B0744","Elbe","Palearctic"
"B0745","Eleanor","Australasia"
"B0746","Elimbah.creek","Australasia"
